14,"56 Woodside, Wimbledon, London, SW19 7AF","Saturday 31st January 12:00-12:30
Saturday 7th February 12:00-12:30
Wednesday 11th February 13:30-14:00
Saturday 21st February 12:00-12:30
Wednesday 25th February 13:30-14:00"
15,"Flat 1, 166 Selhurst Road, South Norwood, London, SE25 6LS","Friday 6th February 10:30-11:00
Tuesday 10th February 15:00-15:30
Thursday 12th February 13:00-13:30
Thursday 19th February 13:00-13:30"
16,"279A Addiscombe Road, Croydon, Surrey, CR0 7HY","Tuesday 10th February 14:00-14:30
Tuesday 17th February 14:00-14:30
Thursday 19th February 14:00-14:30
Tuesday 24th February 14:00-14:30"
17,"54a Croydon Road, Caterham, Surrey, CR3 6QB","Friday 6th February 11:30-12:30
Friday 13th February 11:30-12:30
Friday 20th February 11:30-12:30
Tuesday 24th February 11:30-12:30"
18,"11 Surrey Street, Croydon, Surrey, CR0 1RG","Tuesday 10th February 11:45-12:15
Tuesday 17th February 11:45-12:15
Thursday 19th February 11:45-12:15
Tuesday 24th February 11:45-12:15"
19,"30 Startpoint, Downs Road, Luton, Bedfordshire, LU1 1XW","Thursday 5th February 12:30-13:30
Thursday 12th February 12:30-13:30
Thursday 19th February 12:30-13:30
Tuesday 23rd February 14:30-15:30"
20,"The Cottage Cosway Mansions, Shroton Street, Marylebone, London, NW1 6UE","Monday 9th February 13:00-13:30
Friday 13th February 09:15-09:45
Tuesday 17th February 09:00-09:30
Friday 20th February 09:15-09:45
Monday 23rd February 13:00-13:30"
21,"49 Mount Park Road, Ealing, London, W5 2RS",Please refer to us directly on: 0207 625 9007
22,"Flat 10 Standlake Point, Windrush Lane, Forest Hill, London, SE23 2XB","Thursday 12th February 11:00-11:30
Monday 16th February 14:30-15:00
Thursday 19th February 11:00-11:30
Monday 23rd February 14:30-15:00"
23,"Flat 19 Bridge Court, Lea Bridge Road, Leyton, London, E10 7JS","Friday 13th February 13:30-14:00
Friday 20th February 13:30-14:00"
24,"Flat 13 Neville Court, 35 Weir Road, Balham, London, SW12 0NU","Tuesday 10th February 12:00-12:30
Tuesday 17th February 12:00-12:30
Thursday 19th February 12:00-12:30
Tuesday 24th February 12:00-12:30"
26,"47 Robin Hood Way, Kingston Vale, London, SW15 3PW","Monday 19th January 10:30-11:00
Thursday 29th January 17:00-17:30
Thursday 5th February 17:00-17:30
Thursday 12th February 17:00-17:30
Thursday 19th February 17:00-17:30"
27,"The Bell Hotel, High Street, Curry Rivel, Langport, Somerset, TA10 0ET","Wednesday 18th February 12:00-12:30
Friday 20th February 12:00-12:30
Wednesday 25th February 12:00-12:30"
28,"Flat 20, Ballota Court, 1 Fortune Avenue, Edgware, Middlesex, HA8 0FD","Monday 2nd February 12:00-12:30
Monday 9th February 12:00-12:30
Monday 16th February 12:00-12:30
Monday 23rd February 12:00-12:30"
29,"Flat 48 Bridge Court, Lea Bridge Road, Leyton, London, E10 7JS","Friday 13th February 13:30-14:00
Friday 20th February 13:30-14:00"
30,"Flat 18 Morris Court, Denmark Hill Estate, East Dulwich, London, SE5 8HS","Friday 13th February 12:00-12:30
Tuesday 17th February 15:00-15:30
Friday 20th February 12:00-12:30
Tuesday 24th February 15:00-15:30"
31,"Garages and Land to the Rear of 190 Bowes Road, Arnos Grove, London, N11 2JH","Friday 6th February 10:30-11:00
Friday 13th February 12:30-13:00
Friday 20th February 12:00-12:30"
32,"7 Valliere Road, College Park, London, NW10 6AL","Thursday 5th February 14:00-14:30
Friday 13th February 14:00-14:30
Thursday 19th February 14:00-14:30
Tuesday 24th February 14:00-14:30"
33,"Flats 1 & 2, 36A Grand Parade, Green Lanes, Harringay, London, N4 1AQ",There will no internal viewings due to lack of access.
34,"41 Cooke Street, Barking, Essex, IG11 7AF","Friday 13th February 12:00-12:30
Friday 20th February 12:00-12:30"
35,"Flat M2, 6 Airlie Gardens, Kensington, London, W8 7AJ","Friday 30th January 14:00-14:30
Wednesday 4th February 11:30-12:00
Wednesday 11th February 11:30-12:00
Wednesday 18th February 11:30-12:00
Wednesday 25th February 11:30-12:00"
36,"The Magenta Site, Barnsley Road, Wombwell, Barnsley, South Yorkshire, S73 8HA",Please refer to us directly on: 0207 625 9007
37,"63C Norbury Crescent, Norbury, London, SW16 4JS","Friday 6th February 14:00 -14:30
Tuesday 10th February 14:00 -14:30
Friday 13th February 14:00 -14:30
Tuesday 17th February 14:00 -14:30
Friday 20th February 14:00 -14:30
Tuesday 24th February 14:00 -14:30"
38,"Flat 1, 10 Howberry Road, Thornton Heath, Surrey, CR7 8HY","Tuesday 10th February 13:00-13:30 
Tuesday 17th February 13:00-13:30
Thursday 19th February 13:00-13:30
Tuesday 24th February 13:00-13:30"
39,"19D Eglinton Hill, Shooters Hill, London, SE18 3PG","Saturday 14th February 11:30-12:00
Wednesday 18th February 16:00-16:30
Saturday 21st February 11:30-12:00
Wednesday 25th February 16:00-16:30"
40,"25 Brooks Lane, Bosham, Chichester, West Sussex, PO18 8JT","Wednesday 28th January 11:30-12:00
Monday 2nd February 11:30-12:00
Wednesday 4th February 11:30-12:00
Monday 9th February 11:30-12:00
Wednesday 11th February 11:30-12:00
Monday 16th February 11:30-12:00
Wednesday 18th February 11:30-12:00
Monday 23rd February 11:30-12:00
Wednesday 25th Feburary 11:30-12:00"
41,"Flat 24 Percy House, Pringle Gardens, Tooting, London, SW16 1SQ",Saturday 14th February 13:00-13:30
42,"10A Wilson Grove, Southsea, Hampshire, PO5 1PD","Saturday 7th February 12:00-12:30
Wednesday 11th February 12:00-12:30
Friday 13th February 14:00-14:30
Tuesday 17th February 10:30-11:00
Saturday 21st February 13:00-13:30
Tuesday 24th February 11:00-11:30"
43,"Land to the Rear of 49 Mount Park Road, Ealing, London, W5 2RS","Thursday 5th February 11:00-11:30
Friday 13th February 10:45-11:15
Monday 16th February 09:30-10:00
Friday 20th February 10:45-11:15
Monday 23rd February 09:30-10:00"
44,"10 & 10A Cavendish Road, Croydon, Surrey, CR0 3LB","Tuesday 10th February 12:30-13:00
Friday 13th February 16:30-17:00
Tuesday 17th February 12:30-13:00
Thursday 19th February 14:00-14:30
Tuesday 24th February 12:30-13:00"
45,"St Mary's Church, Old Compton Lane, Farnham, Surrey, GU9 8EG","Wednesday 11th February 10:30-11:00
Tuesday 17th February 10:30-11:00
Thursday 19th February 10:30-11:00
Tuesday 24th February 10:30-11:00"
46,"4 Frideswides Mews, Poplar, London, E14 6LN","Tuesday 10th February 13:00-13:30
Tuesday 17th February 13:00-13:30
Tuesday 24th February 13:00-13:30"
47,"28B Station Road, Manor Park, London, E12 5BT","Tuesday 10th February 10:30-11:00
Tuesday 17th February 10:30-11:00
Tuesday 24th February 10:30-11:00"
48,"38 Newmarsh Road, Thamesmead, London, SE28 8TF","Wednesday 4th February 15:00-15:30
Wednesday 11th February 15:00-15:30
Wednesday 18th February 15:00-15:30
Wednesday 25th February 15:00-15:30"
49,"48 Hicks Avenue, Greenford, Middlesex, UB6 8EY","Tuesday 13th January 14:30-15:00
Friday 6th February 13:30-14:00
Friday 13th February 15:00-15:30
Thursday 19th February 15:00-15:30
Tuesday 24th February 15:00-15:30"
51,"51 Albert Road, South Norwood, London, SE25 4JD","Thursday 12th February 12:00-12:30
Thursday 19th February 12:00-12:30"
52,"Flat 4, 8 Castlebar Road, Ealing, London, W5 2DP","Thursday 5th February 10:00-10:30
Friday 13th February 10:00-10:30
Friday 20th February 10:00-10:30"
53,"Vine Cottage, High Street, Goudhurst, Cranbrook, Kent, TN17 1AG","Wednesday 18th February 11:00-11:30
Friday 20th February 16:00-16:30
Saturday 21st February 12:00-12:30"
54,"4 Waverley Lodge, Litchfield Avenue, Stratford, London, E15 4LW","Wednesday 4th February 10:30-11:00
Wednesday 11th February 10:30-11:00
Wednesday 18th February 10:30-11:00
Wednesday 25th February 10:30-11:00"
55,"26 Allport Lane Precinct, Bromborough, Wirral, Merseyside, CH62 7HP",Please refer to us directly on: 0207 625 9007
56,"32 Kinder Close, Thamesmead, London, SE28 8HG",Sold Prior
57,"34 Fitzalan Road, Shrewsbury, Shropshire, SY1 3LH","Tuesday 10th February 12:00-12:30
Friday 13th February 12:00-12:30
Friday 20th February 12:00-12:30
Tuesday 24th February 12:00-12:30"
58,"24 Lanchester Gardens, Worksop, Nottinghamshire, S80 2PN",Sold Prior
59,"6 Parkfield Close, Edgware, Middlesex, HA8 9AJ","Thursday 12th February 11:00-11:30
Tuesday 17th February 11:00-11:30
Thursday 19th February 11:00-11:30
Tuesday 24th February 11:00-11:30"
60,"4A Rookery Crescent, Dagenham, Essex, RM10 9TP","Thursday 5th February 17:00-17:30
Saturday 7th February 12:00-12:30
Thursday 12th February 17:00-17:30
Saturday 14th February 12:00-12:30
Thursday 19th February 17:00-17:30
Saturday 21st February 12:00-12:30"
61,"234 Lyham Road, Brixton Hill, London, SW2 5NP","Tuesday 10th February 10:15-10:45
Tuesday 17th February 10:15-10:45
Thursday 19th February 10:30-11:00
Tuesday 24th February 10:15-10:45"
62,"Flat 1, 12A Wellington Road, Great Yarmouth, Norfolk, NR30 3AQ",Please refer to us directly on: 0207 625 9007
63,"Roof Space, 72-74 St. Quintin Avenue, North Kensington, London, W10 6PA",Please refer to us directly on: 0207 625 9007
64,"Flat 5, 2 Clanricarde Gardens, Tunbridge Wells, Kent, TN1 1PE","Tuesday 10th February 13:00-13:30
Friday 13th February 12:00-12:30
Wednesday 18th February 13:00-13:30"
65,"1A, 104 Southwood Road, New Eltham, London, SE9 3QS",There will be no internal viewings due to lack of access (excavation required)
66,"Garages & Land Rear of 10 Cedar Road, Bushey, Hertfordshire, WD19 4QW","Wednesday 28th January 10:00-10:30
Friday 30th January 10:00-10:30
Wednesday 4th February 10:00-10:30
Friday 6th February 10:00-10:30
Monday 9th February 10:00-10:30
Monday 16th February 10:00-10:30
Wednesday 18th February 10:00-10:30
Monday 23rd February 10:00-10:30
Wednesday 25th February 10:00-10:30"
67,"54 Beechwood Mount, Burley, Leeds, West Yorkshire, LS4 2NQ","Friday 13th February 10:45
Thursday 19th February 10:45
Monday 23rd February 10:45"
68,"Plot 13, Dukes Paddock Crays Lane, Thakeham, Pulborough, West Sussex, RH20 3ER",Open Site
69,"Plot 6, Dukes Paddock Crays Lane, Thakeham, Pulborough, West Sussex, RH20 3ER",Open Site
70,"2 Park End, Bromley, Kent, BR1 4AN","Tuesday 10th February 13:45-14:15
Tuesday 17th February 13:45-14:15
Thursday 19th February 15:30-16:00
Tuesday 24th February 13:45-14:15"
71,"24 Star Lane, Star Lane Industrial Estate, Great Wakering, Southend-on-Sea, Essex, SS3 0PJ",Wednesday 11th February 13:00-13:30
72,"75 High Street, Gosberton, Spalding, Lincolnshire, PE11 4NJ","Friday 13th February 15:30-16:00
Wednesday 18th February 15:30-16:00
Saturday 21st February 11:00-11:30
Tuesday 24th February 11:00-11:30"
73,"Flat 6, 31 Woodville Road, Thornton Heath, Surrey, CR7 8LH",Monday 16th February 11:00-11:30
74,"Plot A South of Hinderton Road, Birkenhead, Merseyside, CH41 9AB",Open Site
75,"Plot B South of Hinderton Road, Birkenhead, Merseyside, CH41 9AB",Open Site
76,"Plot C South of Hinderton Road, Birkenhead, Merseyside, CH41 9AB",Open Site
77,"Plot D South of Hinderton Road, Birkenhead, Merseyside, CH41 9AB",Open Site
78,"The Eagles Inn, Harley Road, Cressage, Shrewsbury, SY5 6DE","Tuesday 10th February 10:00-10:30
Friday 13th February 11:00-11:30
Friday 20th February 11:00-11:30
Tuesday 24th February 11:00-11:30"
79,"2-4 Beehive Lane, Ilford, Essex, IG1 3RD",Please refer to us directly on: 0207 625 9007
80,"24 South Terrace, Middlesbrough, Cleveland, TS6 6HP",Please refer to us directly on: 0207 625 9007
81,"5 Limetrees Close, Middlesbrough, Cleveland, TS2 1SL",Please refer to us directly on: 0207 625 9007
82,"31-37 Warbreck Moor, Aintree, Liverpool, L9 4RW",Please refer to us directly on: 0207 625 9007
83,"Flat 65 Alice Shepherd House, Manchester Road, Canary Wharf, London, E14 3ET","Tuesday 10th February 14:30-15:00
Tuesday 17th February 14:30-15:00
Tuesday 24th February 14:30-15:00"
84,"28 Victoria Park Avenue, Kirkstall, Leeds, West Yorkshire, LS5 3DG","Thursday 5th February 11:00-11:30
Friday 13th February 10:00-10:30
Thursday 19th February 10:00-10:30"
85,"Ground Floor Flat, 3 Belle Vue Park, Thornton Heath, Surrey, CR7 8JB",Tuesday 17th February 16:00-16:30
86,"First Floor Flat, 3 Belle Vue Park, Thornton Heath, Surrey, CR7 8JB",Tuesday 17th February 16:00-16:30
87,"11A Oliver Avenue, South Norwood, London, SE25 6TY","Thursday 12th February 13:45-14:15
Monday 16th February 15:45-16:15
Thursday 19th February 13:45-14:15
Monday 23rd February 15:45-16:15"
88,"13B Tavistock Avenue, Walthamstow, London, E17 6HP",Please refer to us directly on: 0207 625 9007
89,"104-110 St. Georges Road, Bolton, Lancashire, BL1 2BZ",Please refer to us directly on: 0207 625 9007
90,"33 Comerford Road, Brockley, London, SE4 2BA",Please refer to us directly on: 0207 625 9007
91,"5 Hannen Road, West Norwood, London, SE27 0DT",Please refer to us directly on: 0207 625 9007
92,"Land Adjacent to Bushy Croft, Horsham Road, Mid Holmwood, Dorking, Surrey, RH5 4ET",Open Site
93,"67 Alan Hocken Way, West Ham, London, E15 3AT","Wednesday 4th February 11:30-12:00
Wednesday 11th February 11:30-12:00
Wednesday 18th February 11:30-12:00
Wednesday 25th February 11:30-12:00"
94,"84 Devon Road, Barking, Essex, IG11 7QY","Friday 13th February 11:00-11:30
Tuesday 17th February 16:30-17:00
Friday 20th February 11:00-11:30"
95,"35 Trulock Court, Trulock Road, Tottenham, London, N17 0PE",Friday 13th February 12:00-12:30
96,"276a High Road, Leytonstone, London, E11 3HS","Friday 13th February 14:30-15:00
Friday 20th February 14:30-15:00"
97,"3 Tetcott Road, Chelsea, London, SW10 0SA","Thursday 12th February 12:00-12:30
Tuesday 17th February 13:00-13:30
Thursday 19th February 12:00-12:30
Monday 23rd February 10:00-10:30"
98,"50 Havelock Road, Great Yarmouth, Norfolk, NR30 3HJ",Please refer to us directly on: 0207 625 9007
99,"16 Cawdor Street, Runcorn, Cheshire, WA7 1EN",Please refer to us directly on: 0207 625 9007
100,"18 Chaucer Street, Runcorn, Cheshire, WA7 5BY",Please refer to us directly on: 0207 625 9007
